tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
apartamento,Sao Paulo,Vila Olimpia,centro,243,212,8,0,nao,35,ruim,2288000
apartamento,Sao Paulo,Parelheiros,periferia,163,160,5,3,nao,7,bom,666000
apartamento,Sao Paulo,Tatuape,centro,127,124,4,0,nao,37,ruim,820000
apartamento,Sao Paulo,Vila Olimpia,centro,189,189,9,1,nao,54,ruim,1829000
apartamento,Osasco,Centro (Osasco),periferia,47,46,1,0,nao,8,bom,267000
apartamento,Sao Paulo,Parelheiros,periferia,234,204,8,1,nao,39,ruim,514000
apartamento,Sao Paulo,Pinheiros,centro,72,69,2,1,nao,19,bom,877000
casa,Sao Paulo,Jardim Paulista,centro,345,181,10,1,nao,28,ruim,2175000
apartamento,Sao Paulo,Santana,centro,99,99,5,3,nao,46,ruim,715000
casa,Sao Paulo,Mooca,centro,878,355,18,4,sim,24,bom,5001000
casa,Sao Paulo,Itaim Bibi,centro,218,71,4,2,nao,15,bom,1583000
apartamento,Sao Paulo,Pinheiros,centro,141,136,4,3,nao,14,bom,1959000
casa,Sao Paulo,Vila Madalena,centro,584,384,17,3,sim,13,bom,4955000
chacara,Nazare Paulista,Zona Rural,periferia,1978,359,14,2,sim,43,ruim,960000
apartamento,Sao Paulo,Moema,centro,234,216,10,2,sim,7,bom,3000000
chacara,Braganca Paulista,Zona Rural,periferia,9016,232,8,3,sim,12,ruim,1581000
apartamento,Osasco,Centro (Osasco),periferia,39,37,2,0,nao,40,ruim,157000
casa,Sao Paulo,Jardim Angela,periferia,885,292,14,1,nao,23,ruim,1494000
apartamento,Sao Paulo,Vila Olimpia,centro,196,178,7,1,sim,9,bom,2617000
apartamento,Sao Paulo,Vila Olimpia,centro,105,99,3,3,nao,7,bom,1354000
sitio,Pinhalzinho,Zona Rural,periferia,52803,327,13,3,sim,26,ruim,2566000
casa,Sao Paulo,Itaim Bibi,centro,658,332,17,4,nao,13,bom,4218000
casa,Sao Paulo,Mooca,centro,210,101,5,4,nao,21,ruim,1161000
apartamento,Sao Paulo,Pinheiros,centro,103,101,5,0,nao,15,ruim,1252000
apartamento,Sao Paulo,Brasilandia,periferia,69,64,2,1,nao,13,bom,255000
apartamento,Sao Paulo,Moema,centro,147,143,7,2,nao,37,bom,1768000
apartamento,Sao Paulo,Brasilandia,periferia,62,58,1,1,nao,46,ruim,192000
apartamento,Sao Paulo,Tatuape,centro,187,166,6,1,nao,9,bom,1430000
apartamento,Sao Paulo,Cidade Ademar,periferia,226,197,7,3,nao,42,bom,786000
casa,Sao Paulo,Vila Madalena,centro,764,382,19,4,nao,26,bom,5054000
casa,Sao Paulo,Brooklin,centro,699,258,11,4,nao,22,bom,4254000
chacara,Ibiuna,Zona Rural,periferia,859,107,4,1,sim,35,ruim,405000
apartamento,Sao Paulo,Brasilandia,periferia,164,144,5,2,nao,8,bom,524000
casa,Sao Paulo,Vila Nova Conceicao,centro,400,264,12,4,sim,23,ruim,3496000
casa,Sao Paulo,Parelheiros,periferia,566,305,14,4,nao,1,bom,1459000
casa,Sao Paulo,Jardim Paulista,centro,551,229,10,3,nao,7,bom,3935000
chacara,Ibiuna,Zona Rural,periferia,12485,205,7,2,nao,6,bom,1272000
casa,Sao Paulo,Vila Mariana,centro,200,88,5,3,sim,24,ruim,1448000
apartamento,Sao Paulo,Brooklin,centro,111,102,4,1,nao,22,ruim,870000
apartamento,Sao Paulo,Perdizes,centro,170,149,7,1,nao,15,bom,1682000
casa,Sao Paulo,Jardim Angela,periferia,185,127,8,4,sim,5,ruim,610000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,107,101,5,2,nao,25,bom,1711000
casa,Osasco,Centro (Osasco),periferia,392,152,6,1,nao,18,bom,894000
apartamento,Sao Paulo,Santana,centro,81,74,3,1,nao,7,bom,619000
apartamento,Sao Paulo,Vila Mariana,centro,93,85,4,0,nao,35,ruim,732000
casa,Sao Paulo,Tatuape,centro,343,217,10,1,nao,45,ruim,1675000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,2126,245,10,2,sim,36,ruim,636000
casa,Sao Paulo,Cidade Ademar,periferia,369,175,10,4,nao,43,ruim,789000
casa,Sao Paulo,Jardim Angela,periferia,879,388,19,2,nao,20,ruim,1502000
casa,Sao Paulo,Vila Nova Conceicao,centro,266,134,8,3,nao,29,ruim,2288000
casa,Sao Paulo,Grajau,periferia,985,329,16,1,nao,24,ruim,1562000
casa,Sao Paulo,Parelheiros,periferia,318,123,7,2,nao,17,bom,641000
chacara,Mairipora,Zona Rural,periferia,11213,169,7,2,nao,24,ruim,1770000
apartamento,Sao Paulo,Itaim Bibi,centro,93,86,2,2,nao,19,bom,1351000
casa,Sao Paulo,Guaianases,periferia,334,128,7,4,nao,22,bom,744000
casa,Sao Paulo,Cidade Ademar,periferia,453,205,10,2,nao,8,bom,1140000
casa,Sao Paulo,M'Boi Mirim,periferia,482,332,15,4,nao,28,bom,1093000
casa,Sao Paulo,M'Boi Mirim,periferia,304,134,8,3,nao,26,bom,608000
apartamento,Sao Paulo,Itaquera,periferia,49,43,3,0,nao,11,bom,237000
casa,Sao Paulo,Guaianases,periferia,1064,338,17,3,sim,9,ruim,1824000
apartamento,Sao Paulo,Brooklin,centro,91,80,2,1,sim,19,bom,976000
apartamento,Sao Paulo,Jardim Paulista,centro,116,107,3,0,nao,24,ruim,1231000
apartamento,Sao Paulo,Guaianases,periferia,77,71,4,0,nao,40,ruim,206000
casa,Sao Paulo,Cidade Ademar,periferia,127,78,4,1,nao,35,ruim,316000
apartamento,Sao Paulo,Perdizes,centro,187,170,6,2,nao,25,ruim,1639000
apartamento,Sao Paulo,Higienopolis,centro,205,200,9,1,nao,51,ruim,1721000
apartamento,Sao Paulo,Parelheiros,periferia,235,216,9,2,nao,52,ruim,548000
apartamento,Sao Paulo,Cidade Ademar,periferia,188,187,8,3,nao,32,bom,945000
apartamento,Sao Paulo,Santana,centro,151,145,6,0,sim,7,bom,1436000
casa,Sao Paulo,Cidade Tiradentes,periferia,410,287,14,3,nao,32,ruim,828000
casa,Sao Paulo,Itaim Bibi,centro,673,357,15,4,nao,28,bom,5162000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,80,76,2,2,nao,13,ruim,1188000
apartamento,Sao Paulo,Jardim Angela,periferia,62,59,1,1,nao,54,ruim,183000
apartamento,Sao Paulo,Cidade Ademar,periferia,154,139,7,0,nao,43,ruim,507000
casa,Sao Paulo,Parelheiros,periferia,360,165,9,4,nao,2,bom,855000
apartamento,Guarulhos,Centro (Guarulhos),periferia,131,118,6,2,nao,22,ruim,641000
apartamento,Sao Paulo,Perus,periferia,193,174,8,1,nao,27,ruim,648000
casa,Sao Paulo,Perdizes,centro,404,289,12,3,nao,43,ruim,2277000
sitio,Mairipora,Zona Rural,periferia,77554,256,11,3,sim,14,bom,3224000
sitio,Pinhalzinho,Zona Rural,periferia,91782,247,10,3,nao,42,ruim,3561000
apartamento,Guarulhos,Centro (Guarulhos),periferia,84,75,2,1,nao,14,bom,482000
casa,Sao Paulo,Brasilandia,periferia,516,229,12,3,nao,2,bom,1083000
apartamento,Sao Paulo,Parelheiros,periferia,190,185,6,0,nao,19,bom,828000
casa,Sao Paulo,Brasilandia,periferia,587,275,14,4,nao,46,ruim,1256000
casa,Sao Paulo,Cidade Tiradentes,periferia,521,210,11,1,nao,5,bom,1132000
casa,Sao Paulo,M'Boi Mirim,periferia,689,263,14,3,nao,21,ruim,1065000
chacara,Pinhalzinho,Zona Rural,periferia,8425,118,5,1,sim,10,ruim,871000
apartamento,Sao Paulo,Bela Vista,centro,179,176,7,3,nao,18,ruim,1444000
chacara,Atibaia,Zona Rural,periferia,8461,172,8,4,nao,35,ruim,2040000
apartamento,Sao Paulo,Moema,centro,161,154,7,3,nao,33,ruim,1775000
chacara,Juquitiba,Zona Rural,periferia,11481,246,9,4,nao,25,bom,2478000
apartamento,Sao Paulo,Capao Redondo,periferia,176,174,7,3,nao,18,bom,814000
casa,Sao Paulo,Parelheiros,periferia,800,297,13,4,nao,38,ruim,1077000
casa,Sao Paulo,Perus,periferia,541,379,16,3,nao,8,ruim,1325000
apartamento,Sao Paulo,Santana,centro,158,140,7,2,nao,23,ruim,820000
casa,Sao Paulo,Itaim Paulista,periferia,657,210,10,1,sim,4,bom,1569000
casa,Sao Paulo,Sapopemba,periferia,421,241,12,3,nao,4,bom,1187000
chacara,Piracaia,Zona Rural,periferia,2108,216,9,2,sim,30,ruim,755000
apartamento,Sao Paulo,Jardim Angela,periferia,113,99,4,2,nao,3,bom,429000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,29174,224,9,3,sim,38,ruim,1488000
apartamento,Sao Paulo,Jardim Paulista,centro,233,210,9,1,nao,43,ruim,2034000
casa,Sao Paulo,Capao Redondo,periferia,202,88,3,1,nao,33,ruim,442000
casa,Sao Paulo,Itaim Paulista,periferia,674,395,20,1,nao,4,bom,1581000
casa,Sao Paulo,Moema,centro,602,197,8,4,nao,50,ruim,2723000
casa,Sao Paulo,Brooklin,centro,485,287,15,1,nao,11,bom,3677000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,11007,77,4,4,sim,28,ruim,660000
casa,Sao Paulo,Vila Madalena,centro,703,371,19,1,sim,8,bom,5084000
casa,Sao Paulo,Cidade Ademar,periferia,494,314,13,3,nao,27,ruim,1311000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,203,181,8,2,nao,39,ruim,569000
casa,Sao Paulo,Perus,periferia,875,391,19,4,nao,7,bom,1866000
casa,Sao Paulo,Santana,centro,271,150,8,4,nao,25,bom,1573000
apartamento,Sao Paulo,Perus,periferia,59,58,2,1,nao,18,bom,259000
casa,Sao Paulo,Jardim Paulista,centro,292,99,4,4,nao,14,bom,1615000
chacara,Nazare Paulista,Zona Rural,periferia,1449,198,9,4,sim,15,bom,893000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,1989,318,11,2,sim,37,ruim,952000
apartamento,Sao Paulo,Jardim Angela,periferia,84,76,2,1,nao,38,ruim,234000
casa,Guarulhos,Centro (Guarulhos),periferia,275,133,7,1,nao,29,bom,707000
casa,Sao Paulo,Itaquera,periferia,275,102,4,4,nao,27,ruim,635000
apartamento,Sao Paulo,Pinheiros,centro,219,218,9,2,nao,35,ruim,2875000
apartamento,Sao Paulo,Santana,centro,77,68,2,2,nao,22,ruim,570000
casa,Sao Paulo,Higienopolis,centro,287,96,3,3,sim,3,bom,2286000
apartamento,Osasco,Centro (Osasco),periferia,202,201,8,0,nao,4,bom,1129000
apartamento,Sao Paulo,Mooca,centro,142,135,5,0,nao,22,ruim,1112000
sitio,Piracaia,Zona Rural,periferia,30109,344,11,1,sim,6,bom,2716000
casa,Sao Paulo,Itaim Bibi,centro,365,189,10,1,nao,15,bom,2660000
chacara,Pinhalzinho,Zona Rural,periferia,7438,174,6,1,nao,19,ruim,1398000
casa,Sao Paulo,Itaim Paulista,periferia,559,254,11,2,nao,13,bom,1371000
casa,Sao Paulo,Cidade Ademar,periferia,498,266,14,1,nao,21,bom,1368000
apartamento,Sao Paulo,Higienopolis,centro,95,85,3,1,nao,13,ruim,1091000
casa,Sao Paulo,Vila Olimpia,centro,266,190,9,3,nao,44,ruim,1991000
casa,Sao Paulo,Cidade Tiradentes,periferia,941,351,16,2,sim,38,ruim,1203000
casa,Sao Paulo,Itaim Bibi,centro,426,252,10,4,nao,6,bom,4106000
casa,Sao Paulo,Perus,periferia,436,166,8,4,nao,11,bom,954000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,27656,160,6,2,sim,11,ruim,1698000
apartamento,Sao Paulo,Itaquera,periferia,54,51,3,0,nao,43,ruim,180000
apartamento,Sao Paulo,Grajau,periferia,223,206,7,0,nao,40,bom,834000
casa,Sao Paulo,Parelheiros,periferia,379,152,6,1,sim,14,bom,879000
casa,Sao Paulo,Itaim Paulista,periferia,166,98,6,2,nao,28,ruim,442000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,76,67,3,2,nao,33,ruim,1009000
apartamento,Sao Paulo,Sapopemba,periferia,193,179,6,3,nao,39,bom,771000
casa,Sao Paulo,Jardim Paulista,centro,236,129,8,2,nao,6,bom,1788000
casa,Sao Paulo,Vila Madalena,centro,732,356,16,2,nao,18,bom,4215000
casa,Sao Paulo,Bela Vista,centro,408,158,8,2,sim,4,bom,2416000
sitio,Nazare Paulista,Zona Rural,periferia,125415,317,13,3,nao,14,bom,5329000
casa,Sao Paulo,Pinheiros,centro,340,117,7,3,nao,16,ruim,2071000
casa,Sao Paulo,Brasilandia,periferia,782,252,11,3,sim,9,bom,1528000
apartamento,Sao Paulo,Mooca,centro,42,41,1,1,nao,44,ruim,308000
casa,Sao Paulo,Pinheiros,centro,709,279,13,4,sim,10,bom,5215000
apartamento,Sao Paulo,Cidade Ademar,periferia,109,106,3,0,nao,17,ruim,433000
casa,Sao Paulo,Grajau,periferia,434,193,8,3,nao,50,ruim,833000
casa,Sao Paulo,Cidade Ademar,periferia,556,278,14,2,nao,15,bom,1373000
apartamento,Sao Paulo,Pinheiros,centro,150,133,4,1,nao,29,ruim,1779000
sitio,Piracaia,Zona Rural,periferia,47129,201,7,3,nao,23,ruim,2502000
casa,Sao Paulo,Higienopolis,centro,772,273,11,4,nao,21,bom,5182000
apartamento,Sao Paulo,M'Boi Mirim,periferia,109,104,5,2,nao,12,bom,455000
casa,Guarulhos,Centro (Guarulhos),periferia,1012,378,16,4,nao,32,ruim,1707000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,112,106,5,0,nao,9,bom,305000
casa,Sao Paulo,Perdizes,centro,501,251,10,3,sim,2,ruim,3174000
apartamento,Sao Paulo,Itaim Paulista,periferia,150,137,4,0,nao,29,bom,515000
apartamento,Sao Paulo,Sapopemba,periferia,139,136,6,3,nao,40,bom,566000
apartamento,Sao Paulo,Jardim Paulista,centro,89,78,2,0,nao,40,bom,816000
casa,Sao Paulo,Jardim Paulista,centro,457,177,8,3,nao,49,ruim,2063000
chacara,Mairipora,Zona Rural,periferia,4306,220,9,2,sim,26,bom,1748000
apartamento,Sao Paulo,Pinheiros,centro,61,55,1,0,nao,28,ruim,619000
chacara,Braganca Paulista,Zona Rural,periferia,9131,91,4,3,sim,20,ruim,936000
chacara,Nazare Paulista,Zona Rural,periferia,13268,332,12,2,sim,27,bom,2851000
apartamento,Sao Paulo,Jardim Angela,periferia,141,129,5,1,nao,1,bom,611000
apartamento,Sao Paulo,Mooca,centro,94,85,3,0,nao,19,ruim,606000
casa,Sao Paulo,Cidade Ademar,periferia,726,230,12,3,nao,44,ruim,1138000
casa,Sao Paulo,Moema,centro,286,108,6,2,nao,3,bom,1607000
apartamento,Sao Paulo,Itaim Bibi,centro,39,39,3,0,sim,2,bom,668000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,139,128,6,0,nao,12,ruim,1558000
apartamento,Sao Paulo,Bela Vista,centro,234,219,10,1,nao,6,bom,1945000
casa,Sao Paulo,Parelheiros,periferia,282,172,10,4,nao,38,ruim,550000
apartamento,Sao Paulo,Jardim Angela,periferia,98,93,3,0,nao,21,ruim,303000
chacara,Braganca Paulista,Zona Rural,periferia,9418,382,14,4,nao,26,ruim,2450000
apartamento,Sao Paulo,Vila Mariana,centro,202,188,9,1,nao,23,bom,2231000
casa,Sao Paulo,Jardim Paulista,centro,718,367,19,4,nao,31,ruim,4280000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,138,121,4,2,nao,31,bom,1695000
chacara,Piracaia,Zona Rural,periferia,9750,164,7,2,sim,34,ruim,995000
casa,Sao Paulo,Parelheiros,periferia,1019,331,14,2,sim,7,ruim,1968000
casa,Sao Paulo,Guaianases,periferia,267,123,8,1,nao,18,bom,654000
casa,Sao Paulo,Itaim Paulista,periferia,834,369,18,4,nao,20,bom,1931000
apartamento,Sao Paulo,Capao Redondo,periferia,39,36,2,1,nao,34,ruim,161000
apartamento,Sao Paulo,Moema,centro,141,141,5,2,nao,26,ruim,1861000
apartamento,Sao Paulo,Vila Mariana,centro,116,108,4,3,nao,44,ruim,954000
apartamento,Sao Paulo,Brooklin,centro,202,201,9,2,nao,22,ruim,1919000
apartamento,Sao Paulo,Vila Madalena,centro,190,178,6,2,nao,17,bom,2041000
chacara,Atibaia,Zona Rural,periferia,12803,282,10,1,sim,15,ruim,2251000
casa,Sao Paulo,Capao Redondo,periferia,553,321,17,4,nao,7,bom,1737000
apartamento,Sao Paulo,Guaianases,periferia,129,117,6,2,nao,52,ruim,362000
apartamento,Sao Paulo,M'Boi Mirim,periferia,181,162,6,3,nao,26,bom,520000
casa,Sao Paulo,Moema,centro,668,294,12,3,sim,57,ruim,4135000
sitio,Mairipora,Zona Rural,periferia,64742,209,8,1,sim,26,ruim,4488000
casa,Sao Paulo,Sapopemba,periferia,414,223,11,2,nao,6,bom,906000
casa,Sao Paulo,Sapopemba,periferia,307,206,10,3,nao,4,ruim,752000
casa,Sao Paulo,Cidade Ademar,periferia,648,234,13,3,nao,9,bom,1438000
casa,Sao Paulo,Cidade Ademar,periferia,193,92,3,2,nao,20,bom,433000
casa,Sao Paulo,Itaim Paulista,periferia,482,184,7,2,sim,13,bom,956000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,4990,375,12,2,sim,11,bom,1300000
chacara,Ibiuna,Zona Rural,periferia,2941,300,10,3,nao,6,bom,1176000
apartamento,Sao Paulo,Cidade Ademar,periferia,63,62,2,2,nao,17,bom,390000
apartamento,Sao Paulo,Vila Olimpia,centro,114,107,4,1,nao,13,bom,1478000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,1827,394,13,4,nao,24,ruim,1297000
apartamento,Sao Paulo,Vila Madalena,centro,220,213,9,2,nao,39,ruim,2327000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,206,180,6,2,nao,5,bom,3289000
apartamento,Sao Paulo,Moema,centro,114,102,4,2,nao,23,ruim,1416000
casa,Sao Paulo,Sapopemba,periferia,631,375,17,1,nao,57,ruim,1307000
apartamento,Osasco,Centro (Osasco),periferia,75,73,3,0,nao,21,bom,469000
apartamento,Sao Paulo,Perus,periferia,86,82,4,2,nao,10,bom,428000
casa,Sao Paulo,Brooklin,centro,189,96,5,4,nao,40,ruim,1300000
apartamento,Sao Paulo,Pinheiros,centro,194,179,6,1,nao,27,ruim,2187000
apartamento,Sao Paulo,Jardim Angela,periferia,144,132,4,2,nao,44,ruim,361000
casa,Sao Paulo,Grajau,periferia,579,343,17,4,nao,31,ruim,1371000
apartamento,Sao Paulo,Jardim Paulista,centro,219,216,9,1,nao,21,ruim,2309000
casa,Guarulhos,Centro (Guarulhos),periferia,497,339,16,2,nao,12,bom,1570000
casa,Sao Paulo,Cidade Tiradentes,periferia,297,147,9,1,nao,11,bom,530000
casa,Sao Paulo,Perdizes,centro,139,71,3,2,sim,9,bom,1075000
casa,Sao Paulo,Brasilandia,periferia,569,374,16,1,sim,13,ruim,1571000
chacara,Nazare Paulista,Zona Rural,periferia,8445,153,6,4,nao,41,ruim,726000
casa,Sao Paulo,Bela Vista,centro,767,247,11,1,sim,12,bom,4772000
chacara,Mairipora,Zona Rural,periferia,10648,364,14,3,sim,23,bom,2599000
apartamento,Sao Paulo,Itaquera,periferia,105,102,4,0,nao,23,ruim,484000
casa,Sao Paulo,Brooklin,centro,537,216,10,3,nao,21,bom,3581000
casa,Sao Paulo,Tatuape,centro,330,131,7,2,sim,6,ruim,1762000
chacara,Mairipora,Zona Rural,periferia,2014,257,10,4,nao,52,ruim,1000000
casa,Sao Paulo,Cidade Ademar,periferia,255,170,9,4,sim,12,bom,913000
apartamento,Sao Paulo,Itaim Bibi,centro,85,75,2,2,nao,13,ruim,767000
casa,Sao Paulo,Perdizes,centro,650,225,9,2,nao,38,ruim,2845000
apartamento,Sao Paulo,Itaim Bibi,centro,72,64,2,2,nao,13,bom,820000
apartamento,Sao Paulo,Higienopolis,centro,182,159,7,0,sim,14,ruim,1820000
casa,Guarulhos,Centro (Guarulhos),periferia,147,80,5,4,nao,14,bom,519000
apartamento,Sao Paulo,Perus,periferia,244,216,9,2,nao,30,ruim,813000
casa,Sao Paulo,Vila Mariana,centro,939,393,18,4,sim,11,bom,7039000
sitio,Ibiuna,Zona Rural,periferia,61703,184,6,3,nao,22,bom,1816000
apartamento,Sao Paulo,Itaquera,periferia,210,195,8,1,nao,39,ruim,922000
sitio,Ibiuna,Zona Rural,periferia,37529,107,5,3,nao,3,bom,2578000
apartamento,Sao Paulo,Tatuape,centro,69,63,2,1,nao,12,bom,532000
casa,Sao Paulo,M'Boi Mirim,periferia,966,344,18,2,sim,5,bom,2175000
apartamento,Sao Paulo,M'Boi Mirim,periferia,159,152,6,0,nao,12,ruim,457000
apartamento,Sao Paulo,Jardim Paulista,centro,150,137,5,3,nao,17,ruim,1280000
casa,Sao Paulo,Vila Madalena,centro,549,268,12,2,nao,19,bom,3773000
casa,Sao Paulo,Moema,centro,223,72,4,2,nao,37,ruim,958000
apartamento,Sao Paulo,Jardim Angela,periferia,219,209,9,1,nao,18,ruim,718000
casa,Guarulhos,Centro (Guarulhos),periferia,889,399,18,2,nao,23,ruim,1978000
casa,Sao Paulo,Tatuape,centro,544,238,11,2,nao,5,bom,3394000
apartamento,Sao Paulo,Pinheiros,centro,136,129,4,0,sim,4,bom,2091000
casa,Sao Paulo,Brooklin,centro,523,339,17,2,sim,32,ruim,3593000
casa,Sao Paulo,Itaquera,periferia,589,194,10,3,nao,27,ruim,1181000
casa,Sao Paulo,Cidade Ademar,periferia,292,106,6,2,nao,12,bom,667000
apartamento,Sao Paulo,Tatuape,centro,186,162,6,1,nao,29,ruim,1278000
chacara,Pinhalzinho,Zona Rural,periferia,7551,190,7,3,sim,25,bom,1867000
casa,Sao Paulo,Mooca,centro,468,250,12,3,sim,4,bom,3072000
casa,Sao Paulo,Itaquera,periferia,772,288,12,4,nao,12,ruim,1670000
apartamento,Sao Paulo,Vila Madalena,centro,185,172,7,1,nao,10,bom,1904000
apartamento,Sao Paulo,Pinheiros,centro,221,198,8,2,nao,12,bom,2547000
apartamento,Sao Paulo,Sapopemba,periferia,63,63,4,3,nao,7,ruim,301000
chacara,Juquitiba,Zona Rural,periferia,4312,71,4,3,sim,9,bom,1056000
apartamento,Sao Paulo,Jardim Paulista,centro,164,148,7,3,nao,19,ruim,1737000
apartamento,Sao Paulo,M'Boi Mirim,periferia,123,109,3,0,nao,26,bom,363000
apartamento,Sao Paulo,Higienopolis,centro,56,53,2,1,sim,2,bom,827000
casa,Sao Paulo,Capao Redondo,periferia,290,102,4,3,sim,24,ruim,624000
apartamento,Sao Paulo,Vila Olimpia,centro,84,79,3,3,sim,41,ruim,778000
casa,Osasco,Centro (Osasco),periferia,673,318,13,4,nao,19,ruim,1580000
casa,Sao Paulo,Mooca,centro,363,168,8,2,sim,6,bom,2337000
casa,Sao Paulo,Brasilandia,periferia,212,108,4,3,sim,13,ruim,568000
casa,Sao Paulo,Vila Madalena,centro,206,139,8,3,sim,25,bom,1553000
apartamento,Sao Paulo,Brasilandia,periferia,52,46,2,0,nao,56,ruim,142000
sitio,Pinhalzinho,Zona Rural,periferia,87330,345,12,2,nao,39,ruim,1951000
apartamento,Sao Paulo,Vila Mariana,centro,61,57,2,1,nao,10,bom,678000
casa,Sao Paulo,Cidade Tiradentes,periferia,930,389,17,3,sim,19,ruim,1622000
apartamento,Sao Paulo,Jardim Paulista,centro,37,36,1,0,nao,38,bom,314000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,246,219,10,0,nao,8,bom,3138000
chacara,Juquitiba,Zona Rural,periferia,11515,330,12,3,sim,15,ruim,2936000
casa,Sao Paulo,Guaianases,periferia,471,310,15,1,nao,9,bom,1228000
chacara,Mairipora,Zona Rural,periferia,6859,104,3,3,sim,52,ruim,878000
chacara,Braganca Paulista,Zona Rural,periferia,11867,359,13,3,nao,40,ruim,1689000
chacara,Pinhalzinho,Zona Rural,periferia,1961,284,9,3,sim,11,bom,1009000
casa,Sao Paulo,Sapopemba,periferia,286,119,4,4,nao,6,ruim,661000
casa,Sao Paulo,M'Boi Mirim,periferia,528,184,10,3,nao,18,ruim,945000
chacara,Braganca Paulista,Zona Rural,periferia,1132,220,8,1,sim,20,ruim,668000
apartamento,Osasco,Centro (Osasco),periferia,82,76,2,2,nao,19,bom,447000
casa,Sao Paulo,Tatuape,centro,619,197,9,2,sim,7,bom,2958000
apartamento,Sao Paulo,Parelheiros,periferia,197,189,9,1,nao,8,bom,555000
casa,Sao Paulo,Jardim Angela,periferia,794,338,14,1,sim,31,ruim,1445000
apartamento,Sao Paulo,Itaquera,periferia,57,57,3,0,nao,32,ruim,208000
casa,Sao Paulo,Mooca,centro,289,105,6,2,sim,11,bom,1846000
casa,Sao Paulo,Vila Olimpia,centro,755,289,15,1,nao,30,ruim,3811000
apartamento,Sao Paulo,Sapopemba,periferia,93,85,3,1,sim,50,ruim,336000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,99,91,3,1,nao,9,bom,1662000
casa,Sao Paulo,Santana,centro,526,234,10,4,sim,21,ruim,2781000
casa,Sao Paulo,Guaianases,periferia,278,112,7,4,nao,13,bom,705000
casa,Sao Paulo,Itaim Paulista,periferia,621,255,14,1,sim,13,bom,1446000
chacara,Atibaia,Zona Rural,periferia,2892,109,5,2,nao,15,bom,436000
apartamento,Sao Paulo,Perdizes,centro,39,37,1,0,nao,21,bom,380000
apartamento,Sao Paulo,Jardim Paulista,centro,149,131,6,2,nao,39,ruim,1322000
chacara,Mairipora,Zona Rural,periferia,11539,197,9,1,sim,33,ruim,1658000
chacara,Mairipora,Zona Rural,periferia,2535,131,4,3,nao,11,bom,572000
casa,Sao Paulo,Moema,centro,444,141,5,4,sim,13,bom,2607000
casa,Sao Paulo,Bela Vista,centro,282,119,7,4,sim,12,bom,1693000
chacara,Nazare Paulista,Zona Rural,periferia,11745,334,12,1,sim,10,bom,1434000
apartamento,Sao Paulo,Sapopemba,periferia,197,184,7,0,nao,33,ruim,624000
casa,Osasco,Centro (Osasco),periferia,586,233,13,4,sim,44,ruim,1158000
chacara,Juquitiba,Zona Rural,periferia,5468,99,3,2,sim,37,ruim,919000
apartamento,Sao Paulo,Jardim Paulista,centro,98,89,3,0,nao,9,bom,981000
casa,Sao Paulo,Perdizes,centro,854,325,14,1,sim,27,ruim,4395000
apartamento,Sao Paulo,Jardim Paulista,centro,174,155,7,0,nao,24,ruim,1627000
casa,Sao Paulo,Santana,centro,341,224,9,3,sim,7,bom,2845000
apartamento,Sao Paulo,Vila Mariana,centro,128,117,5,2,nao,7,bom,1556000
casa,Sao Paulo,Parelheiros,periferia,933,299,13,4,nao,1,bom,2298000
casa,Sao Paulo,Moema,centro,253,94,5,3,sim,29,ruim,1488000
casa,Sao Paulo,Capao Redondo,periferia,416,187,10,1,nao,39,ruim,680000
apartamento,Sao Paulo,Jardim Paulista,centro,68,66,4,2,nao,3,bom,908000
casa,Osasco,Centro (Osasco),periferia,449,219,9,2,nao,5,bom,1346000
apartamento,Sao Paulo,Jardim Paulista,centro,139,135,6,2,nao,16,bom,1417000
casa,Sao Paulo,Parelheiros,periferia,657,254,12,4,nao,31,bom,1343000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,42,41,1,1,nao,19,ruim,556000
